City,Year,Month,Day,AvgTemperature,ÈÕÆÚ
Beijing,2019,9,4,75.7,2019/9/4
Beijing,2019,9,5,77.5,2019/9/5
Beijing,2019,9,6,79.1,2019/9/6
Beijing,2019,9,7,81.6,2019/9/7
Beijing,2019,9,8,84.7,2019/9/8
Beijing,2019,9,9,76,2019/9/9
Beijing,2019,9,10,68.7,2019/9/10
Beijing,2019,9,11,70.9,2019/9/11
Beijing,2019,9,12,69,2019/9/12
Beijing,2019,9,13,70.4,2019/9/13
Beijing,2019,9,14,72.1,2019/9/14
Beijing,2019,9,15,70.6,2019/9/15
Beijing,2019,9,16,71.8,2019/9/16
Beijing,2019,9,17,71.2,2019/9/17
Beijing,2019,9,18,65.1,2019/9/18
Beijing,2019,9,19,66.1,2019/9/19
Beijing,2019,9,20,69.9,2019/9/20
Beijing,2019,9,21,70.9,2019/9/21
Beijing,2019,9,22,70.3,2019/9/22
Beijing,2019,9,23,75.1,2019/9/23
Beijing,2019,9,24,73.9,2019/9/24
Beijing,2019,9,25,71.5,2019/9/25
Beijing,2019,9,26,71.2,2019/9/26
Beijing,2019,9,27,68.4,2019/9/27
Beijing,2019,9,28,70.1,2019/9/28
Beijing,2019,9,29,72,2019/9/29
Beijing,2019,9,30,71.9,2019/9/30
Beijing,2019,10,1,71.6,2019/10/1
Beijing,2019,10,2,70.8,2019/10/2
Beijing,2019,10,3,73.1,2019/10/3
Beijing,2019,10,4,54,2019/10/4
Beijing,2019,10,5,54.7,2019/10/5
Beijing,2019,10,6,56.2,2019/10/6
Beijing,2019,10,7,61.1,2019/10/7
Beijing,2019,10,8,56.2,2019/10/8
Beijing,2019,10,9,61.6,2019/10/9
Beijing,2019,10,10,58,2019/10/10
Beijing,2019,10,11,60.5,2019/10/11
Beijing,2019,10,12,58.9,2019/10/12
Beijing,2019,10,13,45.1,2019/10/13
Beijing,2019,10,14,45.5,2019/10/14
Beijing,2019,10,15,49.6,2019/10/15
Beijing,2019,10,16,55.4,2019/10/16
Beijing,2019,10,17,53.7,2019/10/17
Beijing,2019,10,18,52.5,2019/10/18
Beijing,2019,10,19,53.7,2019/10/19
Beijing,2019,10,20,58.4,2019/10/20
Beijing,2019,10,21,52.5,2019/10/21
Beijing,2019,10,22,53.4,2019/10/22
Beijing,2019,10,23,56.4,2019/10/23
Beijing,2019,10,24,51,2019/10/24
Beijing,2019,10,25,43.4,2019/10/25
Beijing,2019,10,26,45,2019/10/26
Beijing,2019,10,27,52,2019/10/27
Beijing,2019,10,28,46.2,2019/10/28
Beijing,2019,10,29,46.3,2019/10/29
Beijing,2019,10,30,52.6,2019/10/30
Beijing,2019,10,31,56.3,2019/10/31
Beijing,2019,11,1,55.4,2019/11/1
Beijing,2019,11,2,54.2,2019/11/2
Beijing,2019,11,3,46.5,2019/11/3
Beijing,2019,11,4,49.6,2019/11/4
Beijing,2019,11,5,53.2,2019/11/5
Beijing,2019,11,6,48.1,2019/11/6
Beijing,2019,11,7,45.6,2019/11/7
Beijing,2019,11,8,44.2,2019/11/8
Beijing,2019,11,9,50.3,2019/11/9
Beijing,2019,11,10,51.4,2019/11/10
Beijing,2019,11,11,52.8,2019/11/11
Beijing,2019,11,12,54.1,2019/11/12
Beijing,2019,11,13,35.6,2019/11/13
Beijing,2019,11,14,35.1,2019/11/14
Beijing,2019,11,15,43.6,2019/11/15
Beijing,2019,11,16,45.6,2019/11/16
Beijing,2019,11,17,39.7,2019/11/17
Beijing,2019,11,18,32.3,2019/11/18
Beijing,2019,11,19,33,2019/11/19
Beijing,2019,11,20,34.1,2019/11/20
Beijing,2019,11,21,36.5,2019/11/21
Beijing,2019,11,22,45,2019/11/22
Beijing,2019,11,23,49.7,2019/11/23
Beijing,2019,11,24,32.3,2019/11/24
Beijing,2019,11,25,28.5,2019/11/25
Beijing,2019,11,26,34.1,2019/11/26
Beijing,2019,11,27,28.1,2019/11/27
Beijing,2019,11,28,26.2,2019/11/28
Beijing,2019,11,29,32,2019/11/29
Beijing,2019,11,30,33,2019/11/30
Beijing,2019,12,1,32.8,2019/12/1
Beijing,2019,12,2,35.2,2019/12/2
Beijing,2019,12,3,38.5,2019/12/3
Beijing,2019,12,4,37.1,2019/12/4
Beijing,2019,12,5,24.1,2019/12/5
Beijing,2019,12,6,26.3,2019/12/6
Beijing,2019,12,7,28.3,2019/12/7
Beijing,2019,12,8,26.5,2019/12/8
Beijing,2019,12,9,30.4,2019/12/9
Beijing,2019,12,10,34.1,2019/12/10
Beijing,2019,12,11,29.5,2019/12/11
Beijing,2019,12,12,26.5,2019/12/12
Beijing,2019,12,13,35.8,2019/12/13
Beijing,2019,12,14,30.6,2019/12/14
Beijing,2019,12,15,34,2019/12/15
Beijing,2019,12,16,32,2019/12/16
Beijing,2019,12,17,29.1,2019/12/17
Beijing,2019,12,18,26.3,2019/12/18
Beijing,2019,12,19,24.9,2019/12/19
Beijing,2019,12,20,21.9,2019/12/20
Beijing,2019,12,21,26.8,2019/12/21
Beijing,2019,12,22,28.8,2019/12/22
Beijing,2019,12,23,30.4,2019/12/23
Beijing,2019,12,24,28.1,2019/12/24
Beijing,2019,12,25,32.2,2019/12/25
Beijing,2019,12,26,28.7,2019/12/26
Beijing,2019,12,27,25.3,2019/12/27
Beijing,2019,12,28,26.9,2019/12/28
Beijing,2019,12,29,31.3,2019/12/29
Beijing,2019,12,30,16,2019/12/30
Beijing,2019,12,31,16.3,2019/12/31
Beijing,2020,1,1,20.3,2020/1/1
Beijing,2020,1,2,27.1,2020/1/2
Beijing,2020,1,3,29.5,2020/1/3
Beijing,2020,1,4,32.4,2020/1/4
Beijing,2020,1,5,32,2020/1/5
Beijing,2020,1,6,32.9,2020/1/6
Beijing,2020,1,7,32,2020/1/7
Beijing,2020,1,8,28.4,2020/1/8
Beijing,2020,1,9,26.6,2020/1/9
Beijing,2020,1,10,32.5,2020/1/10
Beijing,2020,1,11,28.7,2020/1/11
Beijing,2020,1,12,25.6,2020/1/12
Beijing,2020,1,13,26,2020/1/13
Beijing,2020,1,14,21.3,2020/1/14
Beijing,2020,1,15,26.3,2020/1/15
Beijing,2020,1,16,25,2020/1/16
Beijing,2020,1,17,26.3,2020/1/17
Beijing,2020,1,18,26.2,2020/1/18
Beijing,2020,1,19,35.1,2020/1/19
Beijing,2020,1,20,28.7,2020/1/20
Beijing,2020,1,21,27.9,2020/1/21
Beijing,2020,1,22,27.9,2020/1/22
Beijing,2020,1,23,32.2,2020/1/23
Beijing,2020,1,24,27.2,2020/1/24
Beijing,2020,1,25,27.7,2020/1/25
Beijing,2020,1,26,28.4,2020/1/26
Beijing,2020,1,27,32.3,2020/1/27
Beijing,2020,1,28,33.1,2020/1/28
Beijing,2020,1,29,31.5,2020/1/29
Beijing,2020,1,30,30.1,2020/1/30
Beijing,2020,1,31,36.2,2020/1/31
Beijing,2020,2,1,34.8,2020/2/1
Beijing,2020,2,2,26.9,2020/2/2
Beijing,2020,2,3,27.4,2020/2/3
Beijing,2020,2,4,24.6,2020/2/4
Beijing,2020,2,5,21.2,2020/2/5
Beijing,2020,2,6,21.1,2020/2/6
Beijing,2020,2,7,24.1,2020/2/7
Beijing,2020,2,8,30.9,2020/2/8
Beijing,2020,2,9,31.1,2020/2/9
Beijing,2020,2,10,35.7,2020/2/10
Beijing,2020,2,11,35.8,2020/2/11
Beijing,2020,2,12,37,2020/2/12
Beijing,2020,2,13,42.1,2020/2/13
Beijing,2020,2,14,29.5,2020/2/14
Beijing,2020,2,15,26.5,2020/2/15
Beijing,2020,2,16,31.8,2020/2/16
Beijing,2020,2,17,33.1,2020/2/17
Beijing,2020,2,18,37,2020/2/18
Beijing,2020,2,19,37.1,2020/2/19
Beijing,2020,2,20,34.4,2020/2/20
Beijing,2020,2,21,39.9,2020/2/21
Beijing,2020,2,22,38.1,2020/2/22
Beijing,2020,2,23,38.1,2020/2/23
Beijing,2020,2,24,42.7,2020/2/24
Beijing,2020,2,25,42.9,2020/2/25
Beijing,2020,2,26,39.6,2020/2/26
Beijing,2020,2,27,36.1,2020/2/27
Beijing,2020,2,28,39.1,2020/2/28
Beijing,2020,2,29,37.1,2020/2/29
Beijing,2020,3,1,37.3,2020/3/1
Beijing,2020,3,2,38.3,2020/3/2
Beijing,2020,3,3,35,2020/3/3
Beijing,2020,3,4,34,2020/3/4
Beijing,2020,3,5,37.1,2020/3/5
Beijing,2020,3,6,41,2020/3/6
Beijing,2020,3,7,48,2020/3/7
Beijing,2020,3,8,40.8,2020/3/8
Beijing,2020,3,9,42.2,2020/3/9
Beijing,2020,3,10,39.6,2020/3/10
Beijing,2020,3,11,43.7,2020/3/11
Beijing,2020,3,12,47.2,2020/3/12
Beijing,2020,3,13,42.5,2020/3/13
Beijing,2020,3,14,47.9,2020/3/14
Beijing,2020,3,15,48.2,2020/3/15
Beijing,2020,3,16,40.8,2020/3/16
Beijing,2020,3,17,55.1,2020/3/17
Beijing,2020,3,18,56.1,2020/3/18
Beijing,2020,3,19,51.9,2020/3/19
Beijing,2020,3,20,60.9,2020/3/20
Beijing,2020,3,21,52.1,2020/3/21
Beijing,2020,3,22,53.9,2020/3/22
Beijing,2020,3,23,54.8,2020/3/23
Beijing,2020,3,24,56.6,2020/3/24
Beijing,2020,3,25,60.5,2020/3/25
Beijing,2020,3,26,44.2,2020/3/26
Beijing,2020,3,27,42.8,2020/3/27
Beijing,2020,3,28,45.4,2020/3/28
Beijing,2020,3,29,49.8,2020/3/29
Beijing,2020,3,30,54.5,2020/3/30
Beijing,2020,3,31,56.5,2020/3/31
Beijing,2020,4,1,50,2020/4/1
Beijing,2020,4,2,55.3,2020/4/2
Beijing,2020,4,3,65.7,2020/4/3
Beijing,2020,4,4,53,2020/4/4
Beijing,2020,4,5,53.4,2020/4/5
Beijing,2020,4,6,60.5,2020/4/6
Beijing,2020,4,7,53.4,2020/4/7
Beijing,2020,4,8,53.2,2020/4/8
Beijing,2020,4,9,49.9,2020/4/9
Beijing,2020,4,10,52.8,2020/4/10
Beijing,2020,4,11,60.2,2020/4/11
Beijing,2020,4,12,60.9,2020/4/12
Beijing,2020,4,13,61.4,2020/4/13
Beijing,2020,4,14,66.1,2020/4/14
Beijing,2020,4,15,63.5,2020/4/15
Beijing,2020,4,16,57.3,2020/4/16
Beijing,2020,4,17,59,2020/4/17
Beijing,2020,4,18,63.7,2020/4/18
Beijing,2020,4,19,60.2,2020/4/19
Beijing,2020,4,20,51.1,2020/4/20
Beijing,2020,4,21,49,2020/4/21
Beijing,2020,4,22,52.1,2020/4/22
Beijing,2020,4,23,57,2020/4/23
Beijing,2020,4,24,71.7,2020/4/24
Beijing,2020,4,25,58.4,2020/4/25
Beijing,2020,4,26,58.8,2020/4/26
Beijing,2020,4,27,60.6,2020/4/27
Beijing,2020,4,28,70.5,2020/4/28
Beijing,2020,4,29,69.7,2020/4/29
Beijing,2020,4,30,76.4,2020/4/30
Beijing,2020,5,1,80.8,2020/5/1
Beijing,2020,5,2,77.9,2020/5/2
Beijing,2020,5,3,69.1,2020/5/3
Beijing,2020,5,4,57.9,2020/5/4
Beijing,2020,5,5,65.6,2020/5/5
Beijing,2020,5,6,68.6,2020/5/6
Beijing,2020,5,7,62,2020/5/7
Beijing,2020,5,8,57.1,2020/5/8
Beijing,2020,5,9,60.6,2020/5/9
Beijing,2020,5,10,69.4,2020/5/10
Beijing,2020,5,11,73,2020/5/11
Beijing,2020,5,12,66.5,2020/5/12
Beijing,2020,5,13,72.5,2020/5/13
Chengdu,2018,1,1,46.2,2018/1/1
Chengdu,2018,1,2,50,2018/1/2
Chengdu,2018,1,3,44.1,2018/1/3
Chengdu,2018,1,4,-99,2018/1/4
Chengdu,2018,1,5,41.6,2018/1/5
Chengdu,2018,1,6,44.1,2018/1/6
Chengdu,2018,1,7,42.4,2018/1/7
Chengdu,2018,1,8,37,2018/1/8
Chengdu,2018,1,9,38.5,2018/1/9
Chengdu,2018,1,10,39.9,2018/1/10
Chengdu,2018,1,11,41.9,2018/1/11
Chengdu,2018,1,12,46.1,2018/1/12
Chengdu,2018,1,13,44.8,2018/1/13
Chengdu,2018,1,14,45.2,2018/1/14
Chengdu,2018,1,15,45.4,2018/1/15
Chengdu,2018,1,16,50.1,2018/1/16
Chengdu,2018,1,17,45.1,2018/1/17
Chengdu,2018,1,18,46.9,2018/1/18
Chengdu,2018,1,19,52,2018/1/19
Chengdu,2018,1,20,49.6,2018/1/20
Chengdu,2018,1,21,53.7,2018/1/21
Chengdu,2018,1,22,50.6,2018/1/22
Chengdu,2018,1,23,50.9,2018/1/23
Chengdu,2018,1,24,45.6,2018/1/24
Chengdu,2018,1,25,43.8,2018/1/25
Chengdu,2018,1,26,37.8,2018/1/26
Chengdu,2018,1,27,35.7,2018/1/27
Chengdu,2018,1,28,39.7,2018/1/28
Chengdu,2018,1,29,38.4,2018/1/29
Chengdu,2018,1,30,38.8,2018/1/30
Chengdu,2018,1,31,42.4,2018/1/31
Chengdu,2018,2,1,41.1,2018/2/1
Chengdu,2018,2,2,42.4,2018/2/2
Chengdu,2018,2,3,44.6,2018/2/3
Chengdu,2018,2,4,40.2,2018/2/4
Chengdu,2018,2,5,39.7,2018/2/5
Chengdu,2018,2,6,40.3,2018/2/6
Chengdu,2018,2,7,41.9,2018/2/7
Chengdu,2018,2,8,43.5,2018/2/8
Chengdu,2018,2,9,45,2018/2/9
Chengdu,2018,2,10,45.2,2018/2/10
Chengdu,2018,2,11,44.4,2018/2/11
Chengdu,2018,2,12,44.1,2018/2/12
Chengdu,2018,2,13,47.4,2018/2/13
Chengdu,2018,2,14,44.5,2018/2/14
Chengdu,2018,2,15,49.6,2018/2/15
Chengdu,2018,2,16,54.9,2018/2/16
Chengdu,2018,2,17,56.4,2018/2/17
Chengdu,2018,2,18,53.4,2018/2/18
Chengdu,2018,2,19,52.1,2018/2/19
Chengdu,2018,2,20,55.9,2018/2/20
Chengdu,2018,2,21,49,2018/2/21
Chengdu,2018,2,22,48.6,2018/2/22
Chengdu,2018,2,23,49.6,2018/2/23
Chengdu,2018,2,24,58.2,2018/2/24
Chengdu,2018,2,25,59.8,2018/2/25
Chengdu,2018,2,26,56.5,2018/2/26
Chengdu,2018,2,27,57.5,2018/2/27
Chengdu,2018,2,28,63.1,2018/2/28
Chengdu,2018,3,1,64.2,2018/3/1
Chengdu,2018,3,2,63,2018/3/2
Chengdu,2018,3,3,64.6,2018/3/3
Chengdu,2018,3,4,58.9,2018/3/4
Chengdu,2018,3,5,54.4,2018/3/5
Chengdu,2018,3,6,52.4,2018/3/6
Chengdu,2018,3,7,56.5,2018/3/7
Chengdu,2018,3,8,58.9,2018/3/8
Chengdu,2018,3,9,62.9,2018/3/9
Chengdu,2018,3,10,60.9,2018/3/10
Chengdu,2018,3,11,64.2,2018/3/11
Chengdu,2018,3,12,64.9,2018/3/12
Chengdu,2018,3,13,62.1,2018/3/13
Chengdu,2018,3,14,64.5,2018/3/14
Chengdu,2018,3,15,69.5,2018/3/15
Chengdu,2018,3,16,65.9,2018/3/16
Chengdu,2018,3,17,61.4,2018/3/17
Chengdu,2018,3,18,62.2,2018/3/18
Chengdu,2018,3,19,61.2,2018/3/19
Chengdu,2018,3,20,59.9,2018/3/20
Chengdu,2018,3,21,55.9,2018/3/21
Chengdu,2018,3,22,63.8,2018/3/22
Chengdu,2018,3,23,62.6,2018/3/23
Chengdu,2018,3,24,59.4,2018/3/24
Chengdu,2018,3,25,66.8,2018/3/25
Chengdu,2018,3,26,66.1,2018/3/26
Chengdu,2018,3,27,64.7,2018/3/27
Chengdu,2018,3,28,66.9,2018/3/28
Chengdu,2018,3,29,68.6,2018/3/29
Chengdu,2018,3,30,63.5,2018/3/30
Chengdu,2018,3,31,61.4,2018/3/31
Chengdu,2018,4,1,66.9,2018/4/1
Chengdu,2018,4,2,70.6,2018/4/2
Chengdu,2018,4,3,73.8,2018/4/3
Chengdu,2018,4,4,77.5,2018/4/4
Chengdu,2018,4,5,60.6,2018/4/5
Chengdu,2018,4,6,53.1,2018/4/6
Chengdu,2018,4,7,60.9,2018/4/7
Chengdu,2018,4,8,64.6,2018/4/8
Chengdu,2018,4,9,69.1,2018/4/9
Chengdu,2018,4,10,72.8,2018/4/10
Chengdu,2018,4,11,75.8,2018/4/11
Chengdu,2018,4,12,70.3,2018/4/12
Chengdu,2018,4,13,62.1,2018/4/13
Chengdu,2018,4,14,55.4,2018/4/14
Chengdu,2018,4,15,59.5,2018/4/15
Chengdu,2018,4,16,66.8,2018/4/16
Chengdu,2018,4,17,70.5,2018/4/17
Chengdu,2018,4,18,75.5,2018/4/18
Chengdu,2018,4,19,76.6,2018/4/19
Chengdu,2018,4,20,75.4,2018/4/20
Chengdu,2018,4,21,72.3,2018/4/21
Chengdu,2018,4,22,74.5,2018/4/22
Chengdu,2018,4,23,71.6,2018/4/23
Chengdu,2018,4,24,63.7,2018/4/24
Chengdu,2018,4,25,66,2018/4/25
Chengdu,2018,4,26,72.2,2018/4/26
Chengdu,2018,4,27,71.1,2018/4/27
Chengdu,2018,4,28,72.6,2018/4/28
Chengdu,2018,4,29,76.3,2018/4/29
Chengdu,2018,4,30,77.1,2018/4/30
Chengdu,2018,5,1,72.7,2018/5/1
Chengdu,2018,5,2,73.4,2018/5/2
Chengdu,2018,5,3,75.6,2018/5/3
Chengdu,2018,5,4,74.1,2018/5/4
Chengdu,2018,5,5,69.9,2018/5/5
Chengdu,2018,5,6,69.6,2018/5/6
Chengdu,2018,5,7,76.8,2018/5/7
Chengdu,2018,5,8,67.9,2018/5/8
Chengdu,2018,5,9,61.6,2018/5/9
Chengdu,2018,5,10,63.7,2018/5/10
Chengdu,2018,5,11,72.7,2018/5/11
Chengdu,2018,5,12,73.2,2018/5/12
Chengdu,2018,5,13,73.5,2018/5/13
Chengdu,2018,5,14,78.9,2018/5/14
Chengdu,2018,5,15,81.8,2018/5/15
Chengdu,2018,5,16,85.8,2018/5/16
Chengdu,2018,5,17,73.4,2018/5/17
Chengdu,2018,5,18,78.9,2018/5/18
Chengdu,2018,5,19,78,2018/5/19
Chengdu,2018,5,20,82.8,2018/5/20
Chengdu,2018,5,21,76,2018/5/21
Chengdu,2018,5,22,68.6,2018/5/22
Chengdu,2018,5,23,72.3,2018/5/23
Chengdu,2018,5,24,73.7,2018/5/24
Chengdu,2018,5,25,80.6,2018/5/25
Chengdu,2018,5,26,68.6,2018/5/26
Chengdu,2018,5,27,77.2,2018/5/27
Chengdu,2018,5,28,77,2018/5/28
Chengdu,2018,5,29,77.7,2018/5/29
Chengdu,2018,5,30,72,2018/5/30
Chengdu,2018,5,31,75.3,2018/5/31
Chengdu,2018,6,1,70.4,2018/6/1
Chengdu,2018,6,2,72.4,2018/6/2
Chengdu,2018,6,3,68.9,2018/6/3
Chengdu,2018,6,4,76,2018/6/4
Chengdu,2018,6,5,80.1,2018/6/5
Chengdu,2018,6,6,82.6,2018/6/6
Chengdu,2018,6,7,79.4,2018/6/7
Chengdu,2018,6,8,70.8,2018/6/8
Chengdu,2018,6,9,74.5,2018/6/9
Chengdu,2018,6,10,78.7,2018/6/10
Chengdu,2018,6,11,69.3,2018/6/11
Chengdu,2018,6,12,76.7,2018/6/12
Chengdu,2018,6,13,76.3,2018/6/13
Chengdu,2018,6,14,75.2,2018/6/14
Chengdu,2018,6,15,69.9,2018/6/15
Chengdu,2018,6,16,73,2018/6/16
Chengdu,2018,6,17,73.2,2018/6/17
Chengdu,2018,6,18,81,2018/6/18
Chengdu,2018,6,19,80.4,2018/6/19
Chengdu,2018,6,20,81.9,2018/6/20
Chengdu,2018,6,21,75.3,2018/6/21
Chengdu,2018,6,22,81.3,2018/6/22
Chengdu,2018,6,23,80.7,2018/6/23
Chengdu,2018,6,24,79.9,2018/6/24
Chengdu,2018,6,25,80.4,2018/6/25
Chengdu,2018,6,26,79.5,2018/6/26
Chengdu,2018,6,27,81,2018/6/27
Chengdu,2018,6,28,81.1,2018/6/28
Chengdu,2018,6,29,82.8,2018/6/29
Chengdu,2018,6,30,80.6,2018/6/30
Chengdu,2018,7,1,81.7,2018/7/1
Chengdu,2018,7,2,74.2,2018/7/2
Chengdu,2018,7,3,76,2018/7/3
Chengdu,2018,7,4,76.2,2018/7/4
Chengdu,2018,7,5,81.3,2018/7/5
Chengdu,2018,7,6,80.8,2018/7/6
Chengdu,2018,7,7,80.1,2018/7/7
Chengdu,2018,7,8,74.9,2018/7/8
Chengdu,2018,7,9,73.3,2018/7/9
Chengdu,2018,7,10,76.4,2018/7/10
Chengdu,2018,7,11,72.5,2018/7/11
Chengdu,2018,7,12,74.8,2018/7/12
Chengdu,2018,7,13,81.6,2018/7/13
Chengdu,2018,7,14,80,2018/7/14
Chengdu,2018,7,15,77,2018/7/15
Chengdu,2018,7,16,79.1,2018/7/16
Chengdu,2018,7,17,80.5,2018/7/17
Chengdu,2018,7,18,86.2,2018/7/18
Chengdu,2018,7,19,83.3,2018/7/19
Chengdu,2018,7,20,83.8,2018/7/20
Chengdu,2018,7,21,85.7,2018/7/21
Chengdu,2018,7,22,84.4,2018/7/22
Chengdu,2018,7,23,81.1,2018/7/23
Chengdu,2018,7,24,85.3,2018/7/24
Chengdu,2018,7,25,85.9,2018/7/25
Chengdu,2018,7,26,82.9,2018/7/26
Chengdu,2018,7,27,79,2018/7/27
Chengdu,2018,7,28,81.9,2018/7/28
Chengdu,2018,7,29,82.8,2018/7/29
Chengdu,2018,7,30,77.4,2018/7/30
Chengdu,2018,7,31,79.1,2018/7/31
Chengdu,2018,8,1,78.5,2018/8/1
Chengdu,2018,8,2,78.5,2018/8/2
Chengdu,2018,8,3,79,2018/8/3
Chengdu,2018,8,4,83.2,2018/8/4
Chengdu,2018,8,5,83,2018/8/5
Chengdu,2018,8,6,82.9,2018/8/6
Chengdu,2018,8,7,79.2,2018/8/7
Chengdu,2018,8,8,78.8,2018/8/8
Chengdu,2018,8,9,81.7,2018/8/9
Chengdu,2018,8,10,80.1,2018/8/10
Chengdu,2018,8,11,81,2018/8/11
Chengdu,2018,8,12,80.5,2018/8/12
Chengdu,2018,8,13,82.4,2018/8/13
Chengdu,2018,8,14,84.7,2018/8/14
Chengdu,2018,8,15,87.3,2018/8/15
Chengdu,2018,8,16,84.3,2018/8/16
Chengdu,2018,8,17,85.2,2018/8/17
Chengdu,2018,8,18,82.8,2018/8/18
Chengdu,2018,8,19,85.8,2018/8/19
Chengdu,2018,8,20,87.7,2018/8/20
Chengdu,2018,8,21,82,2018/8/21
Chengdu,2018,8,22,80.7,2018/8/22
Chengdu,2018,8,23,83.4,2018/8/23
Chengdu,2018,8,24,83.8,2018/8/24
Chengdu,2018,8,25,80.3,2018/8/25
Chengdu,2018,8,26,84.3,2018/8/26
Chengdu,2018,8,27,87.2,2018/8/27
Chengdu,2018,8,28,86.7,2018/8/28
Chengdu,2018,8,29,88,2018/8/29
Chengdu,2018,8,30,84.7,2018/8/30
Chengdu,2018,8,31,86.6,2018/8/31
Chengdu,2018,9,1,85.6,2018/9/1
Chengdu,2018,9,2,82.5,2018/9/2
Chengdu,2018,9,3,80.8,2018/9/3
Chengdu,2018,9,4,86.5,2018/9/4
Chengdu,2018,9,5,71.5,2018/9/5
Chengdu,2018,9,6,72.1,2018/9/6
Chengdu,2018,9,7,70.8,2018/9/7
Chengdu,2018,9,8,74.5,2018/9/8
Chengdu,2018,9,9,66.6,2018/9/9
Chengdu,2018,9,10,69.1,2018/9/10
Chengdu,2018,9,11,69.6,2018/9/11
Chengdu,2018,9,12,70.7,2018/9/12
Chengdu,2018,9,13,69,2018/9/13
Chengdu,2018,9,14,68.8,2018/9/14
Chengdu,2018,9,15,69.9,2018/9/15
Chengdu,2018,9,16,72,2018/9/16
Chengdu,2018,9,17,-99,2018/9/17
Chengdu,2018,9,18,72.8,2018/9/18
Chengdu,2018,9,19,76.1,2018/9/19
Chengdu,2018,9,20,70.6,2018/9/20
Chengdu,2018,9,21,76.8,2018/9/21
Chengdu,2018,9,22,78.3,2018/9/22
Chengdu,2018,9,23,70.8,2018/9/23
Chengdu,2018,9,24,68,2018/9/24
Chengdu,2018,9,25,70.9,2018/9/25
Chengdu,2018,9,26,71.5,2018/9/26
Chengdu,2018,9,27,66.4,2018/9/27
Chengdu,2018,9,28,71.8,2018/9/28
Chengdu,2018,9,29,70.7,2018/9/29
Chengdu,2018,9,30,67.3,2018/9/30
Chengdu,2018,10,1,63.8,2018/10/1
Chengdu,2018,10,2,61,2018/10/2
Chengdu,2018,10,3,62.2,2018/10/3
Chengdu,2018,10,4,65.7,2018/10/4
Chengdu,2018,10,5,66.2,2018/10/5
Chengdu,2018,10,6,65.6,2018/10/6
Chengdu,2018,10,7,64.1,2018/10/7
Chengdu,2018,10,8,62.8,2018/10/8
Chengdu,2018,10,9,64,2018/10/9
Chengdu,2018,10,10,66.2,2018/10/10
Chengdu,2018,10,11,64,2018/10/11
Chengdu,2018,10,12,62.5,2018/10/12
Chengdu,2018,10,13,59,2018/10/13
Chengdu,2018,10,14,59.8,2018/10/14
Chengdu,2018,10,15,65.1,2018/10/15
Chengdu,2018,10,16,63.7,2018/10/16
Chengdu,2018,10,17,62,2018/10/17
Chengdu,2018,10,18,60,2018/10/18
Chengdu,2018,10,19,60.6,2018/10/19
Chengdu,2018,10,20,58.5,2018/10/20
Chengdu,2018,10,21,61.8,2018/10/21
Chengdu,2018,10,22,62.8,2018/10/22
Chengdu,2018,10,23,63.9,2018/10/23
Chengdu,2018,10,24,61,2018/10/24
Chengdu,2018,10,25,65.2,2018/10/25
Chengdu,2018,10,26,66,2018/10/26
Chengdu,2018,10,27,65.3,2018/10/27
Chengdu,2018,10,28,64.6,2018/10/28
Chengdu,2018,10,29,64.2,2018/10/29
Chengdu,2018,10,30,64,2018/10/30
Chengdu,2018,10,31,63.5,2018/10/31
Chengdu,2018,11,1,63.4,2018/11/1
Chengdu,2018,11,2,66.3,2018/11/2
Chengdu,2018,11,3,64.7,2018/11/3
Chengdu,2018,11,4,61.7,2018/11/4
Chengdu,2018,11,5,55.4,2018/11/5
Chengdu,2018,11,6,53.6,2018/11/6
Chengdu,2018,11,7,49.2,2018/11/7
Chengdu,2018,11,8,55,2018/11/8
Chengdu,2018,11,9,53,2018/11/9
Chengdu,2018,11,10,55.7,2018/11/10
Chengdu,2018,11,11,58.5,2018/11/11
Chengdu,2018,11,12,58.7,2018/11/12
Chengdu,2018,11,13,56.7,2018/11/13
Chengdu,2018,11,14,-99,2018/11/14
Chengdu,2018,11,15,-99,2018/11/15
Chengdu,2018,11,16,50.3,2018/11/16
Chengdu,2018,11,17,-99,2018/11/17
Chengdu,2018,11,18,49.6,2018/11/18
Chengdu,2018,11,19,50.5,2018/11/19
Chengdu,2018,11,20,51.2,2018/11/20
Chengdu,2018,11,21,52.9,2018/11/21
Chengdu,2018,11,22,52.1,2018/11/22
Chengdu,2018,11,23,51.7,2018/11/23
Chengdu,2018,11,24,50.4,2018/11/24
Chengdu,2018,11,25,52.4,2018/11/25
Chengdu,2018,11,26,50.4,2018/11/26
Chengdu,2018,11,27,52.6,2018/11/27
Chengdu,2018,11,28,52.6,2018/11/28
Chengdu,2018,11,29,53.3,2018/11/29
Chengdu,2018,11,30,56.3,2018/11/30
Chengdu,2018,12,1,55,2018/12/1
Chengdu,2018,12,2,54.8,2018/12/2
Chengdu,2018,12,3,56.3,2018/12/3
Chengdu,2018,12,4,54.1,2018/12/4
Chengdu,2018,12,5,50.1,2018/12/5
Chengdu,2018,12,6,48.6,2018/12/6
Chengdu,2018,12,7,41.3,2018/12/7
Chengdu,2018,12,8,40.6,2018/12/8
Chengdu,2018,12,9,41.1,2018/12/9
Chengdu,2018,12,10,41.1,2018/12/10
Chengdu,2018,12,11,42,2018/12/11
